Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-December-2014,73.65,73.75,70.95,73.05,72.4858941258133,508547,4759,36862484,69156,13.6,2.8,-0.6
5-December-2014,73.3,74.15,72.4,72.8,73.4539472292165,425349,3891,31243563,95629,22.48,1.75,-0.5
8-December-2014,74.9,75,72.1,72.3,73.3514129374595,591569,5661,43392422,159497,26.96,2.9,-2.6
9-December-2014,72.4,72.9,68.85,69.1,70.3374139432991,544118,5322,38271853,203480,37.4,4.05,-3.3
10-December-2014,69,71.65,68.75,71.3,70.3729633001601,445942,4971,31382260,97265,21.81,2.9,2.3
11-December-2014,71.05,72.3,69.65,70.9,71.0804678562358,444923,5212,31625335,75640,17,2.65,-0.15
12-December-2014,70.9,71.6,68.9,69.15,70.2000865837139,358035,4040,25134088,115651,32.3,2.7,-1.75
15-December-2014,68.9,70.4,68.25,68.7,69.3110411880682,399169,4636,27666819,86070,21.56,2.15,-0.2
16-December-2014,69,69.5,64.85,65.35,66.3303713343035,954423,10014,63307232,275291,28.84,4.65,-3.65
17-December-2014,65.1,66.2,62.7,65.25,64.7765104631791,765924,9340,49613884,163799,21.39,3.5,0.15
18-December-2014,66.95,68.1,66.45,67.75,67.3237481211005,427777,4992,28799551,111234,26,1.65,0.8
19-December-2014,68.9,69.1,67.55,68,68.3145195265007,458121,4951,31296316,127781,27.89,1.55,-0.9
22-December-2014,68.15,69.7,67.6,69.4,68.6446342910063,288303,3609,19790454,97377,33.78,2.1,1.25
23-December-2014,69.2,70.25,68.05,68.3,68.9090923741378,310260,3569,21379735,85141,27.44,2.2,-0.9
24-December-2014,68,69.9,67.75,69.25,68.8309358866876,362608,3786,24958648,108215,29.84,2.15,1.25
26-December-2014,70,71.75,69.1,71.4,70.5394973306099,456284,7718,32186044,152525,33.43,2.65,1.4
29-December-2014,71.6,72.3,70.9,71.05,71.5438216872065,241239,3268,17259160,64270,26.64,1.4,-0.55
30-December-2014,73,73.4,71.65,73,72.6546649458366,748476,8458,54380273,149000,19.91,1.75,0
31-December-2014,73.45,73.85,72.3,73.15,73.09938200977,291914,4222,21338733,71698,24.56,1.55,-0.3
1-January-2015,73.25,75.4,72.75,74.9,74.570872121331,412821,5431,30784422,154974,37.54,2.65,1.65
2-January-2015,75.05,78.5,75.05,76.9,76.9373653799721,836614,10850,64366877,221265,26.45,3.45,1.85
5-January-2015,77.3,78.1,75.85,76.05,76.6975805905688,517027,5477,39654720,170894,33.05,2.25,-1.25
6-January-2015,75.7,75.7,71.45,71.9,73.4451714073631,514622,6049,37796501,149625,29.07,4.25,-3.8
7-January-2015,72,72.8,69.6,70.8,71.2301405675224,506447,5239,36074291,137118,27.07,3.2,-1.2
8-January-2015,71.4,73.05,71.4,72.7,72.5264752347744,284209,3209,20612677,81422,28.65,1.65,1.3
9-January-2015,73,73.8,71.6,72.35,72.448346053157,360592,3787,26124294,87598,24.29,2.2,-0.65
12-January-2015,72.6,75.25,71.75,74.9,73.9638146201263,528860,5598,39116503,154628,29.24,3.5,2.3
13-January-2015,76,76,73.4,74,74.6123383370509,570709,5440,42581933,98755,17.3,2.6,-2
14-January-2015,73.6,75,72.6,73.35,73.6941013246177,364709,4150,26876902,73405,20.13,2.4,-0.25
15-January-2015,75.5,76.9,74.95,76,75.9679457120187,782641,8315,59455629,288486,36.86,1.95,0.5
16-January-2015,76.85,76.85,75,75.4,75.6506919251585,286953,4016,21708193,95806,33.39,1.85,-1.45
19-January-2015,75.75,76.35,74.7,75.15,75.6184506777231,308238,3507,23308480,74724,24.24,1.65,-0.6
20-January-2015,75,76.35,75,75.9,75.9686695694243,206700,2508,15702724,66817,32.33,1.35,0.9
21-January-2015,77,78.2,75.95,76.6,77.0369803990453,580686,6727,44734296,151582,26.1,2.25,-0.4
22-January-2015,77.95,77.95,75.3,75.6,76.080620416046,314821,3424,23951777,82845,26.31,2.65,-2.35
23-January-2015,76.9,76.9,74.55,75.75,75.4522850437221,268857,3309,20285875,68990,25.66,2.35,-1.15
27-January-2015,76,76,74.4,75.4,75.2692653593177,262414,2911,19751709,102829,39.19,1.6,-0.6
28-January-2015,75.2,75.65,73.9,74.8,74.8630895618053,255868,3607,19155069,73881,28.87,1.75,-0.4
29-January-2015,75,75,72.6,72.95,73.5747824919769,245853,3333,18088581,87534,35.6,2.4,-2.05
30-January-2015,73.3,73.75,70.3,70.9,71.6195114602888,431490,4900,30903103,147192,34.11,3.45,-2.4
2-February-2015,71.15,72.3,70.5,71.95,71.4078594335787,442780,3914,31617972,107956,24.38,1.8,0.8
3-February-2015,72.5,72.5,69.15,69.5,70.3652755487272,525261,5728,36960135,199678,38.02,3.35,-3
4-February-2015,69.95,70,68.25,68.8,68.9480735847844,357737,4210,24665277,111061,31.05,1.75,-1.15
5-February-2015,68.3,69.25,65,65.65,67.5230394584073,468544,4806,31637515,168360,35.93,4.25,-2.65
6-February-2015,65.5,66.35,63.2,65.8,64.8783900854187,1178547,10798,76462232,182770,15.51,3.15,0.3
9-February-2015,65.75,67.4,63.95,64.35,65.3514182752346,420405,4500,27474063,124594,29.64,3.45,-1.4
10-February-2015,64.35,66.75,63.25,65,65.3905477938275,506760,4933,33137314,102275,20.18,3.5,0.65
11-February-2015,65.25,67.1,65.25,66.7,66.2688459681313,310650,3106,20586417,83265,26.8,1.85,1.45
12-February-2015,67,67.15,65.6,66.45,66.3428785079617,318276,3224,21115346,91234,28.67,1.55,-0.55
13-February-2015,66.55,68,66.4,67.4,67.3362200598381,354958,3707,23901530,91694,25.83,1.6,0.85
16-February-2015,66.65,70.35,66.65,68.55,68.8375502044198,555230,4572,38220673,176683,31.82,3.7,1.9
18-February-2015,69,70.2,68.2,69.55,69.4095399238598,321512,3163,22316000,92736,28.84,2,0.55
19-February-2015,69.65,71.2,68.3,70.1,69.5874284723882,380797,3785,26498684,96147,25.25,2.9,0.45
20-February-2015,70.55,78.4,70.55,76.25,75.4554200397169,2441781,20847,184245611,517553,21.2,7.85,5.7
23-February-2015,76.8,76.9,73.5,74.15,75.299539397657,547761,5336,41246151,128147,23.39,3.4,-2.65
24-February-2015,74.55,75.7,72.9,74.15,74.3811017311511,446697,5590,33225815,98544,22.06,2.8,-0.4
25-February-2015,74.75,75.2,73.45,74.8,74.2592783243737,394360,3555,29284889,95488,24.21,1.75,0.05
26-February-2015,73,74.8,72.75,73.05,73.6089358280368,324581,2721,23892062,97257,29.96,2.05,0.05
27-February-2015,73.7,76.7,73.35,75.35,75.4931944583722,518548,5077,39146845,140952,27.18,3.35,1.65
28-February-2015,76.15,76.2,72,74,74.115683751903,856568,6369,63485123,125749,14.68,4.2,-2.15
2-March-2015,74.8,75.45,72.1,73.6,73.7678493806655,565930,6584,41747439,106503,18.82,3.35,-1.2
3-March-2015,73.95,82.5,73.6,81.95,79.7996025632343,2362640,17483,188537733,523161,22.14,8.9,8
4-March-2015,83.5,84.15,77.35,78.05,81.0145179165644,2146589,16971,173904873,362461,16.89,6.8,-5.45
5-March-2015,78.2,79.9,77.45,78.95,78.7903163294386,877250,7895,69118805,143834,16.4,2.45,0.75
9-March-2015,78.4,78.4,75.7,75.9,76.9213303684774,482092,4377,37083158,108434,22.49,2.7,-2.5
10-March-2015,76,76.55,73.25,74,75.0300435322827,447484,4655,33574744,99235,22.18,3.3,-2
11-March-2015,73.95,77.7,73.3,76.2,75.6714996294559,786681,6817,59529331,160855,20.45,4.4,2.25
12-March-2015,76.9,78.1,76.2,77.35,77.2131183421672,443181,3877,34219387,114109,25.75,1.9,0.45
13-March-2015,78.05,78.45,73.8,74.25,75.7757919311966,723453,5605,54820224,137964,19.07,4.65,-3.8
16-March-2015,74.3,76.25,73.35,75.3,74.7855698595063,364002,4051,27222097,77589,21.32,2.9,1
17-March-2015,75.6,76.2,73.85,75.6,75.1303699500531,303122,3127,22773668,61097,20.16,2.35,0
18-March-2015,76,78.5,75.15,77.4,77.3793707874981,641246,6219,49619212,162272,25.31,3.35,1.4
19-March-2015,78.15,79.45,73.75,74.35,77.524681426666,1061608,7738,82300822,166441,15.68,5.7,-3.8
20-March-2015,75.6,76.15,73.55,74.85,74.9055340960093,837752,7010,62752261,190483,22.74,2.6,-0.75
23-March-2015,75.25,75.5,72.55,73,73.9509930253502,417512,3782,30875427,110509,26.47,2.95,-2.25
24-March-2015,72.75,74.8,72.25,73.45,73.548059019994,484446,4482,35630063,92117,19.01,2.55,0.7
25-March-2015,73.5,74.25,72.4,72.95,73.4813882390172,353916,3204,26006239,111678,31.55,1.85,-0.55
26-March-2015,72.7,73,72,72.2,72.5520332141063,330462,2993,23975690,117836,35.66,1,-0.5
27-March-2015,72.9,73.1,66.65,70,69.2146469378087,1040709,9805,72032306,147095,14.13,6.45,-2.9
30-March-2015,70.25,72.1,70.25,71.75,71.2436053070194,512378,4408,36503656,124515,24.3,1.85,1.5
31-March-2015,72.1,72.7,70.55,71.05,71.7665985675143,416060,3593,29859211,115996,27.88,2.15,-1.05
1-April-2015,70.75,72.95,69.95,72.75,71.6550073710911,352051,3709,25226217,75451,21.43,3,2
6-April-2015,72.9,73.1,71.25,72.15,71.9241683334221,394479,3172,28372574,89453,22.68,1.85,-0.75
7-April-2015,72,74.6,71.6,74.3,73.2870049642375,738482,5789,54121134,145827,19.75,3,2.3
8-April-2015,74.1,75.35,73.35,73.6,74.4455346019103,469555,4208,34956273,91261,19.44,2,-0.5
9-April-2015,73.9,76,72.7,74.85,74.6788953785697,557295,4893,41618175,107159,19.23,3.3,0.95
10-April-2015,74.5,76.4,74.2,76,75.7378326165503,450857,4732,34146932,100568,22.31,2.2,1.5
13-April-2015,76.1,76.75,74.9,75.9,75.8621708635162,347880,2846,26390932,87502,25.15,1.85,-0.2
15-April-2015,76.15,82.15,75.4,78.65,79.50756300733,1409955,11982,112102086,267532,18.97,6.75,2.5
16-April-2015,79.15,79.5,77.1,78.2,78.2643262595364,878736,7146,68773681,118868,13.53,2.4,-0.95
17-April-2015,78.3,84.8,77.1,81.8,82.5654162056548,2625565,20853,216780867,385062,14.67,7.7,3.5
20-April-2015,82.7,84.05,79,80.1,81.5817932066731,1039579,9667,84810719,152187,14.64,5.05,-2.6
21-April-2015,79.7,84.4,79.2,82.05,82.234985690017,1566389,12881,128811977,125767,8.03,5.2,2.35
22-April-2015,83,83.65,76.75,80.5,80.2409351118274,1960835,13888,157339234,164212,8.37,6.9,-2.5
23-April-2015,81,81.45,78,78.5,79.5782174462597,1165373,8257,92738306,158748,13.62,3.45,-2.5
24-April-2015,78.8,79.5,75.85,76.35,77.3819714477561,798256,6431,61770623,164543,20.61,3.65,-2.45
27-April-2015,77,77.3,72.8,73.35,74.3618018186577,1004807,7929,74719259,168910,16.81,4.5,-3.65
28-April-2015,72.8,75.25,72.8,74.65,74.388678074046,670151,5251,49851647,97505,14.55,2.45,1.85
29-April-2015,74.95,76.25,74.2,75.05,75.357073593594,632161,5741,47637803,90569,14.33,2.05,0.1
30-April-2015,75.3,75.85,73.5,74.6,74.6155552154765,823338,7109,61433822,109572,13.31,2.35,-0.7
4-May-2015,75.05,77,74.9,76.75,76.0774487677659,552533,4383,42035301,122832,22.23,2.1,1.7
5-May-2015,76.5,77.25,74.85,75.25,76.0161085731867,555791,4324,42249069,120525,21.69,2.4,-1.25
6-May-2015,75.25,75.4,69.65,70.5,71.9986339453844,978731,7210,70467295,284388,29.06,5.75,-4.75
7-May-2015,71.15,71.15,67,68,69.0000624466161,944807,7257,65191742,217640,23.04,4.15,-3.15
8-May-2015,70,70.3,67.3,68.5,68.9894215273472,740277,6151,51071282,140352,18.96,3,-1.5
11-May-2015,69,71.45,68.6,70.65,70.3289238967457,660931,3443,46482566,130628,19.76,2.85,1.65
12-May-2015,70.8,70.8,66.45,66.65,67.543501384314,913810,4232,61721927,262969,28.78,4.35,-4.15
13-May-2015,68.1,69.25,66.65,68.05,67.941311061323,693606,3465,47124501,154867,22.33,2.6,-0.05
14-May-2015,67.85,69.9,66.85,69.7,68.8267722507705,685583,3674,47186465,129484,18.89,3.05,1.85
15-May-2015,70,70.6,68.5,68.75,69.3879676856194,584260,2590,40540614,117078,20.04,2.1,-1.25
18-May-2015,69.3,69.45,67.9,68.55,68.6079772719569,472016,2237,32384063,163361,34.61,1.55,-0.75
19-May-2015,69,70.5,68.5,69.4,69.5848437963046,580396,3247,40386765,153829,26.5,2,0.4
20-May-2015,69.5,70.2,69.1,69.45,69.688878222834,441692,2248,30781020,116581,26.39,1.1,-0.05
21-May-2015,70,70,68.25,68.9,68.8793487013607,439614,1935,30280326,81312,18.5,1.75,-1.1
22-May-2015,69.2,70.25,68.5,68.8,69.4343598423965,351515,2108,24407219,71190,20.25,1.75,-0.4
25-May-2015,68.5,69,67.8,68,68.284002830219,248744,1443,16985236,76776,30.87,1.2,-0.5
26-May-2015,68.5,68.6,66.4,66.75,67.1118953873198,445988,2315,29931100,145153,32.55,2.2,-1.75
27-May-2015,68.5,71.35,67.5,70.65,70.263880115459,1617890,9128,113679229,322772,19.95,3.85,2.15
28-May-2015,71.05,71.6,69.85,70.7,70.7175696476923,520369,3031,36799231,111034,21.34,1.75,-0.35
29-May-2015,71,71.85,70.6,71.25,71.2459793456333,374255,1810,26664164,95693,25.57,1.25,0.25
1-June-2015,71.35,71.8,70.8,70.95,71.2516491877603,254974,1404,18167318,81587,32,1,-0.4
2-June-2015,71.2,71.3,67.3,67.75,68.9618660311005,479992,2869,33101144,123407,25.71,4,-3.45
3-June-2015,68.35,68.35,63.1,64.9,65.4412706707164,918570,4323,60112388,201760,21.96,5.25,-3.45
4-June-2015,65.1,65.25,62.45,64.05,63.8109809751619,629598,3694,40175266,152517,24.22,2.8,-1.05
5-June-2015,64,65.15,63.1,63.55,64.1636163139456,369083,2247,23681700,81016,21.95,2.05,-0.45
8-June-2015,63.7,63.7,60,61.05,61.20052614832,751119,5084,45968878,249592,33.23,3.7,-2.65
9-June-2015,61.25,62.4,61.05,61.75,61.8338383569468,413182,2863,25548629,134319,32.51,1.35,0.5
10-June-2015,62.05,62.9,61.85,62.45,62.5211123181781,278913,2074,17437951,102253,36.66,1.05,0.4
11-June-2015,62.5,62.8,60,60.2,60.8686531294338,483506,2787,29430359,96362,19.93,2.8,-2.3
12-June-2015,60,60.8,58.75,59.95,59.7179644994693,506922,2847,30272350,99279,19.58,2.05,-0.05
15-June-2015,60,62.7,59.85,60.85,61.4850716844765,644212,3212,39609421,81520,12.65,2.85,0.85
16-June-2015,61.05,61.75,60.3,61.5,61.0797854948861,434302,2615,26527073,68526,15.78,1.45,0.45
17-June-2015,61.25,62,61.25,61.5,61.6485900350376,325079,1615,20040662,58897,18.12,0.75,0.25
18-June-2015,61.95,62.45,61.55,61.8,61.9735769591901,293948,1795,18217009,50358,17.13,0.9,-0.15
19-June-2015,62,62.6,61.75,62.05,62.0636095088979,321257,1464,19938369,97854,30.46,0.85,0.05
22-June-2015,62.4,64.35,62.2,63.8,63.5865620629969,409036,2940,26009193,106504,26.04,2.15,1.4
23-June-2015,64.2,65.35,63.8,64.2,64.4281141349429,453288,2393,29204491,91724,20.24,1.55,0
24-June-2015,64.35,64.45,62.7,63,63.4800333487069,281870,1669,17893117,61088,21.67,1.75,-1.35
25-June-2015,62.8,63.25,62.2,62.85,62.8582894343452,237477,1369,14927398,49229,20.73,1.05,0.05
26-June-2015,62.8,62.85,60.9,62.1,61.7540206929073,360510,2490,22262942,77294,21.44,1.95,-0.7
29-June-2015,61.2,61.3,59.45,60.65,60.2293699070355,453076,2304,27288482,85351,18.84,1.85,-0.55
30-June-2015,60.5,61.1,60,60.8,60.6042703412922,340207,1751,20617997,72705,21.37,1.1,0.3
1-July-2015,60.75,63.75,60.75,62.85,62.5035855260304,576345,3210,36023629,116153,20.15,3,2.1
2-July-2015,63,63.5,62.15,62.35,62.7265312354861,314354,1690,19718336,77165,24.55,1.35,-0.65
3-July-2015,62.4,62.8,62.05,62.4,62.4533628467794,231307,1626,14445900,76975,33.28,0.75,0
6-July-2015,62,65.45,61.1,65.15,64.0449919864059,725018,3483,46433772,198650,27.4,4.35,3.15
7-July-2015,65.9,66.4,64.55,65.25,65.5509521414985,457390,2557,29982350,117616,25.71,1.85,-0.65
8-July-2015,64.5,64.65,62.25,63.05,63.5171844715611,402951,2175,25594313,98634,24.48,2.4,-1.45
9-July-2015,63.95,65.35,63.75,64.4,64.6647076654245,560830,2637,36265908,105695,18.85,1.6,0.45
10-July-2015,64.85,65.5,64.35,64.95,64.9639067651918,289334,1943,18796267,66426,22.96,1.15,0.1
13-July-2015,65,66.6,64.35,66,65.4677752298724,445682,2117,29177809,132852,29.81,2.25,1
14-July-2015,66.45,66.55,65.1,65.5,65.9163022461707,298419,2069,19670677,82674,27.7,1.45,-0.95
15-July-2015,65.5,66.35,65,65.25,65.6487777591318,178770,1458,11736032,37102,20.75,1.35,-0.25
16-July-2015,65.35,67.55,65.35,66.85,66.9840492390087,439164,2110,29416983,121747,27.72,2.2,1.5
17-July-2015,66,67.2,65.55,66.5,66.5177957323389,217215,1463,14448663,63999,29.46,1.65,0.5
20-July-2015,67,67,64.85,65.1,65.3853640898852,204661,1198,13381834,65791,32.15,2.15,-1.9
21-July-2015,65,65.4,63.15,63.5,64.4755409266178,200212,990,12908777,34648,17.31,2.25,-1.5
22-July-2015,63.8,64.6,62.95,64.3,63.9846593212659,167724,992,10731763,36978,22.05,1.65,0.5
23-July-2015,64.9,64.95,63.75,64.1,64.343745102197,216934,904,13958346,80179,36.96,1.2,-0.8
24-July-2015,64.05,64.2,62.35,62.65,63.2970762067324,344484,1359,21804830,94893,27.55,1.85,-1.4
27-July-2015,63.2,63.2,59.25,59.6,60.5551916077311,694544,2899,42058245,274502,39.52,3.95,-3.6
28-July-2015,60.5,60.9,58.5,60.05,59.9999896759274,581166,2660,34869954,83818,14.42,2.4,-0.45
29-July-2015,60.05,60.4,58.6,59.2,59.3429972996238,424015,1837,25162321,120029,28.31,1.8,-0.85
30-July-2015,59.1,62.15,59.1,61.85,60.7756267736015,494756,2500,30069106,121332,24.52,3.05,2.75
31-July-2015,62.2,66.75,61.85,65.85,65.1597190108284,1373149,6276,89474003,336167,24.48,4.9,3.65
3-August-2015,66,68.9,65.45,68.35,68.0334870983609,677007,4531,46059147,214058,31.62,3.45,2.35
4-August-2015,67.9,68.65,66.3,68.1,67.4555728471914,566748,3326,38230311,97644,17.23,2.35,0.2
5-August-2015,68.1,69.4,67.5,67.7,68.4370369259382,466718,1921,31940797,102884,22.04,1.9,-0.4
6-August-2015,67,69.1,67,68.55,68.1968332714566,490222,1818,33431588,130742,26.67,2.1,1.55
7-August-2015,68.5,68.5,66.55,67.1,67.3070555017438,364439,1274,24529316,69532,19.08,1.95,-1.4
10-August-2015,67,67.65,66,66.25,66.9222496360522,342082,1151,22892897,98107,28.68,1.65,-0.75
11-August-2015,67.8,67.8,64.6,65,65.5599363446614,260151,1294,17055483,61933,23.81,3.2,-2.8
12-August-2015,65,65.5,61.75,62.3,63.0854164439378,664111,3316,41895719,121374,18.28,3.75,-2.7
13-August-2015,62.6,64,62.4,62.7,63.1972226793014,309939,1577,19587284,82797,26.71,1.6,0.1
14-August-2015,63.95,66.45,62.8,66.2,65.0383229140759,474442,2501,30856912,136576,28.79,3.65,2.25
17-August-2015,67.5,71.1,67.05,70.65,69.6998854995613,1434929,6722,100014387,363226,25.31,4.05,3.15
18-August-2015,70.7,71.9,69.1,70.1,70.4289901800501,658761,3647,46395872,93668,14.22,2.8,-0.6
19-August-2015,70.5,70.95,68.75,69.65,69.844832742342,374512,1640,26157728,63072,16.84,2.2,-0.85
20-August-2015,68.5,69.7,66.15,66.5,67.8440955073783,536168,2097,36375833,99482,18.55,3.55,-2
21-August-2015,66.05,67.45,64.05,67.1,65.8598340289394,615770,2521,40554510,87731,14.25,3.4,1.05
24-August-2015,67.1,67.1,54.7,57.15,60.5602643989599,1172168,5677,70986804,416351,35.52,12.4,-9.95
25-August-2015,58.25,59.6,52.45,56.25,55.8772823482285,1530277,6429,85507720,313124,20.46,7.15,-2
26-August-2015,56,58,53.6,56.1,56.2645754626152,737438,3106,41491636,154380,20.93,4.4,0.1
27-August-2015,57.25,59,56.85,58.7,57.8417707486512,487116,2467,28175652,128585,26.4,2.15,1.45
28-August-2015,60,61.5,57.8,58.55,59.5456822800157,585610,3031,34870547,127656,21.8,3.7,-1.45
31-August-2015,59,61.15,58.4,60.6,60.1626869002455,546682,2384,32889858,180549,33.03,2.75,1.6
1-September-2015,60.2,61,56.3,57,57.8738464137534,698474,3329,40423377,201587,28.86,4.7,-3.2
2-September-2015,57.5,57.9,56.1,56.45,56.7007590890931,565678,2439,32074372,181654,32.11,1.8,-1.05
3-September-2015,57.1,58.9,57.05,58.3,58.2520416665636,404449,2487,23559980,84834,20.98,1.85,1.2
4-September-2015,58.3,58.3,54.3,55.55,55.4208721847655,697100,2892,38633890,174874,25.09,4,-2.75
7-September-2015,56.5,56.6,53.8,53.95,55.0283485094544,371307,1861,20432411,88724,23.9,2.8,-2.55
8-September-2015,54.4,56.5,53,55.5,54.9427953446178,671309,3133,36883593,111592,16.62,3.5,1.1
9-September-2015,57.5,57.5,56,56.4,56.5476694479839,389264,1890,22011972,70790,18.19,1.5,-1.1
10-September-2015,55.8,56,54.15,55.6,54.9281018619852,397479,1745,21832767,59059,14.86,1.85,-0.2
11-September-2015,55.8,57,55.6,56.05,56.2641289235432,335889,1566,18898502,55824,16.62,1.4,0.25
14-September-2015,56.1,57.9,56,57.7,57.1759479651221,248295,1167,14196502,76161,30.67,1.9,1.6
15-September-2015,57.4,58.15,56.6,56.75,57.2997325196914,297592,1231,17051942,61635,20.71,1.55,-0.65
16-September-2015,57.05,57.5,56.6,56.9,57.0438327582742,233889,976,13341925,50901,21.76,0.9,-0.15
18-September-2015,57.9,60,57.4,59.5,59.2428376726476,569368,2579,33730976,171420,30.11,2.6,1.6
21-September-2015,60,70.45,59.35,69.45,67.0813522688897,4219575,19335,283054797,536852,12.72,11.1,9.45
22-September-2015,70.95,70.95,66.4,66.9,68.2836989925623,1777976,9063,121406778,316941,17.83,4.55,-4.05
23-September-2015,66.7,75.4,65.6,73.1,72.1835344930627,5329347,26228,384691103,638588,11.98,9.8,6.4
24-September-2015,73.3,75.25,72.35,73.9,73.890261639425,2460753,12049,181825683,278243,11.31,2.9,0.6
28-September-2015,74.7,80.9,74.55,79.05,78.609562733615,5220662,23161,410393957,612401,11.73,6.35,4.35
29-September-2015,77.8,83,77.1,81.35,81.4235575425225,6297482,30506,512763388,637772,10.13,5.9,3.55
30-September-2015,82.6,82.6,77.45,78.75,79.3800047527942,2810978,13341,223135447,495532,17.63,5.15,-3.85
1-October-2015,80.25,81.3,77.65,79.4,79.5362137793618,2733697,13366,217427909,308505,11.29,3.65,-0.85
5-October-2015,81.05,81.55,79.75,80.05,80.3094245845435,1144825,5470,91940237,223477,19.52,1.8,-1
6-October-2015,80.2,81.95,78,80.85,80.0080475662941,1782775,8129,142636347,253328,14.21,3.95,0.65
7-October-2015,80,81.7,79.2,80.05,80.3076028003541,1242700,6192,99798258,155969,12.55,2.5,0.05
8-October-2015,79.8,80.9,78.8,79.4,79.6647688812067,1118321,4813,89090784,149093,13.33,2.1,-0.4
9-October-2015,80.1,80.8,78.25,78.95,79.4345554728884,807791,3119,64166519,183788,22.75,2.55,-1.15
12-October-2015,75.95,78.3,75.1,77.25,76.9872354082046,1006456,5187,77484265,169511,16.84,3.2,1.3
13-October-2015,77,78.05,76.5,77.3,77.3833812745614,518343,2442,40111134,70211,13.55,1.55,0.3
14-October-2015,77,77.5,75.25,75.6,76.3020770553268,630508,2952,48109070,150489,23.87,2.25,-1.4
15-October-2015,76.3,77.85,76.15,77.25,76.9768058504699,564194,2433,43429852,127871,22.66,1.7,0.95
16-October-2015,77.7,80.7,76.55,79.85,79.2128105278517,1096520,4887,86858431,213951,19.51,4.15,2.15
19-October-2015,80,83.9,78.3,83.15,81.134128458785,3257683,12355,264309271,927874,28.48,5.6,3.15
20-October-2015,83.6,86.55,83.5,85,85.3312237414236,2002441,10356,170870741,383298,19.14,3.05,1.4
21-October-2015,84.05,85.7,82.7,84.05,84.1546096934653,890992,4625,74981084,129495,14.53,3,0
23-October-2015,84.5,85.15,83.75,84.1,84.3831093334178,568527,2541,47974076,132721,23.34,1.4,-0.4
26-October-2015,83.9,85.4,82.45,84.7,84.3405945275949,697865,3546,58858349,115740,16.58,2.95,0.8
27-October-2015,83,87.4,83,86.2,86.0784920713643,1300539,6033,111948436,193572,14.88,4.4,3.2
28-October-2015,86.5,88.2,84.75,86.15,86.3673548721493,1180752,5198,101978427,275919,23.37,3.45,-0.35
29-October-2015,86.7,89.5,86.1,89,88.1800843217422,1364061,6840,120283014,308919,22.65,3.4,2.3
30-October-2015,89.2,89.75,85,85.9,87.0703960835943,1100601,4397,95829765,193716,17.6,4.75,-3.3
2-November-2015,85.2,86.65,83.65,85.65,85.2392880501481,680385,3127,57995533,128960,18.95,3,0.45
3-November-2015,86.3,87,84.35,84.6,85.3854413420499,572855,2244,48913477,121248,21.17,2.65,-1.7
4-November-2015,85.5,85.7,82,84.8,84.1478051432691,2032365,9201,171019054,111103,5.47,3.7,-0.7
5-November-2015,85.2,85.75,82.7,84.75,84.363069479799,1225680,5383,103402127,133844,10.92,3.05,-0.45
6-November-2015,82.55,85.9,82.55,84.65,84.6624828044789,655694,3239,55512682,73450,11.2,3.35,2.1
9-November-2015,82.55,85.35,81.9,84.8,84.2792961942016,593857,2904,50049850,121638,20.48,3.45,2.25
10-November-2015,84.45,89.35,84.05,87.55,87.8185584948751,1839050,8029,161502720,376305,20.46,5.3,3.1
11-November-2015,89,89.4,88.3,88.65,88.7038522399672,266053,1290,23599926,70101,26.35,1.1,-0.35
13-November-2015,88.2,88.3,85.4,85.95,86.7547619957238,759083,2690,65854065,112493,14.82,2.9,-2.25
16-November-2015,85.95,88.45,85.25,88.05,87.3912507145128,575567,2625,50299520,142372,24.74,3.2,2.1
17-November-2015,88.35,88.7,86.25,86.6,87.0988811745456,384421,1888,33482639,82294,21.41,2.45,-1.75
18-November-2015,86.7,87.2,82.4,83.05,84.7004177596425,566115,2945,47950177,164745,29.1,4.8,-3.65
19-November-2015,83.45,85.1,81.9,84.35,83.8252871873566,557824,2960,46759757,84197,15.09,3.2,0.9
20-November-2015,84.85,85.7,83.6,84.4,84.7136646301938,421153,2100,35677414,68196,16.19,2.1,-0.45
23-November-2015,85.4,85.4,83.4,83.65,84.1142359287115,312196,1363,26260128,65048,20.84,2,-1.75
24-November-2015,83.7,84.4,80.4,82,82.4979475571607,589785,2729,48656052,86603,14.68,4,-1.7
26-November-2015,82.1,83.6,82.1,83.05,83.0180004413324,371602,1586,30849655,101384,27.28,1.5,0.95
27-November-2015,83.5,87.2,83.35,86.4,85.892093292876,1273109,4746,109349997,296556,23.29,3.85,2.9
30-November-2015,87.55,95.1,87.2,93.45,92.9718988758428,3920804,19643,364524593,481366,12.28,7.9,5.9
1-December-2015,95,95.6,92.8,93.2,93.8521058637967,1449334,6388,136023048,274635,18.95,2.8,-1.8
2-December-2015,93.5,94,91.8,92.4,92.5403923325502,575889,2583,53292994,153977,26.74,2.2,-1.1
3-December-2015,92.35,95.7,91.75,93.15,94.0417983969203,860344,3991,80908297,157278,18.28,3.95,0.8
4-December-2015,92.1,93.55,90.9,91.35,92.3341875178702,465161,2272,42950263,56336,12.11,2.65,-0.75
7-December-2015,92.5,92.6,90.25,91.85,91.3863549569734,628448,2736,57431572,109479,17.42,2.35,-0.65
